taxon,min_yr,max_yr,subfamily,tribe,genus,Amber Locale,Reference
Cataulacus_silvestrii,5.333,11.608,Myrmicinae,Crematogastrini,Cataulacus,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Ectatomma_gracile,5.333,11.608,Ectatomminae,Ectatommini,Ectatomma,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Hypopomyrmex_bombiccii,5.333,11.608,Myrmicinae,Crematogastrini,Hypopomyrmex,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Leptomyrmula_maravignae,5.333,11.608,Dolichoderinae,Leptomyrmecini,Leptomyrmula,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Oecophylla_sicula,5.333,11.608,Formicinae,Oecophyllini,Oecophylla,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Plagiolepis_labilis,5.333,11.608,Formicinae,Plagiolepidini,Plagiolepis,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Podomyrma_mayri,5.333,11.608,Myrmicinae,Crematogastrini,Podomyrma,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Ponera_leptocephala,5.333,11.608,Ponerinae,Ponerini,Ponera,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Sicilomyrmex_corniger,5.333,11.608,Formicinae,Gesomyrmecini,Sicilomyrmex,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Tapinoma_minutissimum,5.333,11.608,Dolichoderinae,,Tapinoma,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Technomyrmex_deletus,5.333,11.608,Dolichoderinae,,Technomyrmex,Italy,C. Emery. 1891. Le formiche dell'ambra Siciliana nel Museo Mineralogico dell'Università di Bologna. Memorie della Reale Accademia delle Scienze dell'Istituto di Bologna 5:141-165
Apterostigma_electropilosum,13.82,20.44,Myrmicinae,Attini,Apterostigma,"Langiam, DR",T. R. Schultz. 2007. The fungus-growing ant genus Apterostigma in Dominican amber. Memoirs of the American Entomological Institute 80:425-436
Apterostigma_eowilsoni,13.82,20.44,Myrmicinae,Attini,Apterostigma,"Langiam, DR",T. R. Schultz. 2007. The fungus-growing ant genus Apterostigma in Dominican amber. Memoirs of the American Entomological Institute 80:425-436
Aphaenogaster_dlusskyana,41.3,47.8,Myrmicinae,Stenammini,Aphaenogaster,"Lutentian, Russia","A. G. Radchenko and E. E. Perkovsky. 2016. The ant Aphaenogaster dlusskyana sp. nov. (Hymenoptera, Formicidae) from the Sakhalin amber - the earliest described species of an extant genus of Myrmicinae. Paleontological Journal 50:936-946"
Aphaenogaster_praerelicta,15.97,23.03,Myrmicinae,Stenammini,Aphaenogaster,Mexico,"M. L. de Andrade. 1995. The Ant Genus Aphaenogoster in Dominican and Mexican Amber (Amber Collection Stuttgart: Hymenoptera, Formicidae. IX: Pheidolini). Stuttgarter Beiträge zur Naturkunde, Serie B 223:1-11"
Proceratium_poinari,13.82,20.44,Proceratiinae,Proceratiini,Proceratium,Mexico,"M. L. de Andrade. 1998. First fossil records of the ant genus Discothyrea in Dominican and Mexican amber (Hymenoptera, Formicidae). Fragmenta Entomologica 30:201-214"
Discothyrea_gigas,13.82,20.44,Proceratiinae,Proceratiini,Discothyrea,Mexico,"M. L. de Andrade. 1998. First fossil records of the ant genus Discothyrea in Dominican and Mexican amber (Hymenoptera, Formicidae). Fragmenta Entomologica 30:201-214"
Cyphomyrmex_maya,15.97,23.03,Myrmicinae,Attini,Cyphomyrmex,Mexico,M. L. de Andrade. 2003. First descriptions of two new amber species of Cyphomyrmex from Mexico and the Dominican Republic. Beiträge zur Entomologie 53:131-139
Cyphomyrmex_taino,13.82,20.44,Myrmicinae,Attini,Cyphomyrmex,Mexico,M. L. de Andrade. 2003. First descriptions of two new amber species of Cyphomyrmex from Mexico and the Dominican Republic. Beiträge zur Entomologie 53:131-139
Proiridomyrmex_rotundatus,41.3,47.8,Dolichoderinae,,Proiridomyrmex,Montana,J. S. LaPolla and D. E. Greenwalt. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology 62:163-174
Formica_annosa,41.3,47.8,Formicinae,Formicini,Formica,Montana,"LaPolla, J.S. & Greenwlalt, D.E. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology, 62, 163-174 (DOI: 10.13102/sociobiology.v62i2.163-174)."
Dolichoderus_dlusskyi,41.3,47.8,Dolichoderinae,,Dolichoderus,Montana,"LaPolla, J.S. & Greenwlalt, D.E. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology, 62, 163-174 (DOI: 10.13102/sociobiology.v62i2.163-174)."
Ktunaxia_jucunda,41.3,47.8,Dolichoderinae,,Ktunaxia,Montana,"LaPolla, J.S. & Greenwlalt, D.E. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology, 62, 163-174 (DOI: 10.13102/sociobiology.v62i2.163-174)."
Protazteca_eocenica,41.3,47.8,Dolichoderinae,,Protazteca,Montana,"LaPolla, J.S. & Greenwlalt, D.E. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology, 62, 163-174 (DOI: 10.13102/sociobiology.v62i2.163-174)."
Solenopsites_abdita,41.3,47.8,Myrmicinae,,Solenopsites,Montana,"LaPolla, J.S. & Greenwlalt, D.E. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology, 62, 163-174 (DOI: 10.13102/sociobiology.v62i2.163-174)."
Ceratomyrmex_ellenbergeri,98.2,99.4,Sphecomyrminae,Haidomyrmecini,Ceratomyrmex,Myanmar,"Perrichot, V., Wang, B. & Engel, M.S. 2016. Extreme morphogenesis and ecological specialization among Cretaceous basal ants. Current Biology 26:1468-1472 (doi: 10.1016/j.cub.2016.03.075)."
Zigrasimecia_ferox,98.2,99.4,Sphecomyrminae,Zigrasimeciini,Zigrasimecia,Myanmar,V. Perrichot. 2014. A new species of the Cretaceous ant Zigrasimecia based on the worker caste reveals placement of the genus in the Sphecomyrminae (Hymenoptera: Formicidae). Myrmecological News 19:165-169
Austroponera_schneideri,20.44,23.03,Ponerinae,Ponerini,Austroponera,New Zealand,"U. Kaulfuss and G. M. Dlussky. 2016. Early Miocene Formicidae (Amblyoponinae, Ectatomminae, ?Dolichoderinae, Formicinae, and Ponerinae) from the Foulden Maar fossil Lagerstätte, New Zealand, and their biogeographic relevance. Journal of Paleontology 89:1043-1055"
Myrmecorhynchus_novaeseelandiae,20.44,23.03,Formicinae,Melophorini,Myrmecorhynchus,New Zealand,"U. Kaulfuss and G. M. Dlussky. 2016. Early Miocene Formicidae (Amblyoponinae, Ectatomminae, ?Dolichoderinae, Formicinae, and Ponerinae) from the Foulden Maar fossil Lagerstätte, New Zealand, and their biogeographic relevance. Journal of Paleontology 89:1043-1055"
Rhytidoponera_gibsoni,20.44,23.03,Ectatomminae,Ectatommini,Rhytidoponera,New Zealand,"U. Kaulfuss and G. M. Dlussky. 2016. Early Miocene Formicidae (Amblyoponinae, Ectatomminae, ?Dolichoderinae, Formicinae, and Ponerinae) from the Foulden Maar fossil Lagerstätte, New Zealand, and their biogeographic relevance. Journal of Paleontology 89:1043-1055"
Rhytidoponera_waipiata,20.44,23.03,Ectatomminae,Ectatommini,Rhytidoponera,New Zealand,"U. Kaulfuss and G. M. Dlussky. 2016. Early Miocene Formicidae (Amblyoponinae, Ectatomminae, ?Dolichoderinae, Formicinae, and Ponerinae) from the Foulden Maar fossil Lagerstätte, New Zealand, and their biogeographic relevance. Journal of Paleontology 89:1043-1055"
Lonchomyrmex_nigritus,5.333,11.608,Myrmicinae,Crematogastrini,Lonchomyrmex,Poland,A. Assmann. 1870. Beiträge zur Insekten-Fauna der Vorwelt. I. Beitrag. Die fossilen Insekten des tertiären (miocenen) Thonlagers von Schossnitz bei Kanth. Zeitschrift für Entomologie 1:33-58
Bradoponera_wunderlichi,33.9,38,Proceratiinae,Proceratiini,Bradoponera,"Priabonian, Russia","M. L. de Andrade and C. Baroni Urbani. 2003. The Baltic amber genus Bradoponera (Hymenoptera: Formicidae), with description of two new species and a reassessment of the Proceratiini genera. Revue Suisse de Zoologie 110:913-938"
Eocenomyrma_breviscapa,33.9,38,Myrmicinae,Crematogastrini,Eocenomyrma,"Priabonian, Russia","Radchenko, A.G., Dlussky, G.M. 2016. Further data on the extinct ant genus Eocenomyrma (Hymenoptera, Formicidae). Vestnik zoologii, 50: 395–406 (DOI 10.1515/vzoo-2016-0046)."
Eocenomyrma_elegantula,33.9,38,Myrmicinae,Crematogastrini,Eocenomyrma,"Priabonian, Russia","Radchenko, A.G., Dlussky, G.M. 2016. Further data on the extinct ant genus Eocenomyrma (Hymenoptera, Formicidae). Vestnik zoologii, 50: 395–406 (DOI 10.1515/vzoo-2016-0046)."
Eocenomyrma_orthospina,33.9,38,Myrmicinae,Crematogastrini,Eocenomyrma,"Priabonian, Russia","Radchenko, A.G., Dlussky, G.M. 2016. Further data on the extinct ant genus Eocenomyrma (Hymenoptera, Formicidae). Vestnik zoologii, 50: 395–406 (DOI 10.1515/vzoo-2016-0046)."
Eocenomyrma_rugosostriata,33.9,38,Myrmicinae,Crematogastrini,Eocenomyrma,"Priabonian, Russia","Radchenko, A.G., Dlussky, G.M. 2016. Further data on the extinct ant genus Eocenomyrma (Hymenoptera, Formicidae). Vestnik zoologii, 50: 395–406 (DOI 10.1515/vzoo-2016-0046)."
Eocenomyrma_ukrainica,33.9,38,Myrmicinae,Crematogastrini,Eocenomyrma,"Priabonian, Russia","Radchenko, A.G., Dlussky, G.M. 2016. Further data on the extinct ant genus Eocenomyrma (Hymenoptera, Formicidae). Vestnik zoologii, 50: 395–406 (DOI 10.1515/vzoo-2016-0046)."
Camponotus_cockerelli,33.9,38,Formicinae,,Camponotus,"Priabonian, UK","H. S.t. J. Donisthorpe. 1920. British Oligocene Ants. Annals and Magazine of Natural History, Series 9 6:81-9"
Oecophylla_atavina,33.9,38,Formicinae,Oecophyllini,Oecophylla,"Priabonian, UK",T. D. A. Cockerell. 1915. British fossil insects. Proceedings of the United States National Museum 49:469-499
Oecophylla_megarche,33.9,38,Formicinae,Oecophyllini,Oecophylla,"Priabonian, UK",T. D. A. Cockerell. 1915. British fossil insects. Proceedings of the United States National Museum 49:469-499
Formica_bauckhorni,23.03,28.4,Formicinae,Formicini,Formica,"Rott, Germany",F. Meunier. 1915. Über einige fossile Insekten aus den Braunkohlenschichten (Aquitanien) von Rott (Siebengebirge). Zeitschrift der Deutschen Geologischen Gesellschaft 67:205-217
Dlusskyidris_zherichini,83.5,85.8,,,Dlusskyidris,Russia,A. P. Rasnitsyn. 1975. Hymenoptera Apocrita of Mesozoic. Transactions of the Palaeontological Institute Academy of Sciences of the USSR 147:1-134
Myrmecites_major,33.9,38,Myrmicinae,,Myrmecites,Russia,"Dlussky, G.M., Rasnitsyn, A.P. & Perfilieva, K.S. 2015. The ants (Hymenoptera: Formicidae) of Bol’shaya Svetlovodnaya (Late Eocene of Sikhote-Alin, Russian Far East). Caucasian Entomoloigcal Bulletin, 11, 131-152."
Protomyrmica_atavia,33.9,38,Myrmicinae,Myrmicini,Protomyrmica,Russia,G. M. Dlussky and A. G. Radchenko. 2009. Two new primitive ant genera from the late Eocene European ambers. Acta Palaeontologica Polonica 54:435-441
Cretomyrma_arnoldii,83.5,85.8,Sphecomyrminae,Sphecomyrmini,Cretomyrma,Russia,G. M. Dlussky. 1975. Formicidae Taxonomy; Hymenoptera Apocrita of Mesozoic. Transactions of the Palaeontological Institute Academy of Sciences of the USSR 147:1-134
Cretomyrma_unicornis,83.5,85.8,Sphecomyrminae,Sphecomyrmini,Cretomyrma,Russia,G. M. Dlussky. 1975. Formicidae Taxonomy; Hymenoptera Apocrita of Mesozoic. Transactions of the Palaeontological Institute Academy of Sciences of the USSR 147:1-134
Camponotites_xiejiaheensis,15.97,20.44,Formicinae,,Camponotites,Sahnwang,Y. C. Hong. 1983. Fossil insects in the diatoms of Shanwang. Bulletin of the Tianjin Institute of Geology and Mineral Resources 8:1-15 [D.
Dolichoderus_jiaoyanshanensis,15.97,20.44,Dolichoderinae,,Dolichoderus,Shandong,"Hong, Y.-C., Wang, W. 1985. Miocene Diptera and Hymenoptera (Insecta) of Shanwang, Shandong Province, China. Memoirs of the Beijing Natural History Museum 31:1-22."
Camponotus_palaeopterus,15.97,20.44,Formicinae,Camponotini,Camponotus,Shandong,"Hong, Y.; Wu, J. 2000. The emendation of Shanwangella palaeoptera Zhang and its concerned problems. Geoscience (Beijing) 14: 15-20"
Camponotus_pictus,15.97,20.44,Formicinae,Camponotini,Camponotus,Shandong,"Hong, Y.; Wu, J. 2000. The emendation of Shanwangella palaeoptera Zhang and its concerned problems. Geoscience (Beijing) 14: 15-20"
Alloiomma_changweiensis,15.97,20.44,Dolichoderinae,,Alloiomma,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Alloiomma_differentialis,15.97,20.44,Dolichoderinae,,Alloiomma,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Camponotus_ambon,15.97,20.44,Formicinae,Camponotini,Camponotus,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Camponotus_ampullosus,15.97,20.44,Formicinae,Camponotini,Camponotus,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Camponotus_gracilis,15.97,20.44,Formicinae,Camponotini,Camponotus,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Camponotus_microthoracus,15.97,20.44,Formicinae,Camponotini,Camponotus,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Camponotus_shanwangensis,15.97,20.44,Formicinae,Camponotini,Camponotus,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Dolichoderus_evolans,15.97,20.44,Dolichoderinae,,Dolichoderus,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Dolichoderus_lacinius,15.97,20.44,Dolichoderinae,,Dolichoderus,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Elaphrodites_scutulatus,15.97,20.44,Dolichoderinae,,Elaphrodites,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Formica_linquensis,15.97,20.44,Formicinae,Formicini,Formica,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Formica_ovala,15.97,20.44,Formicinae,Formicini,Formica,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Myopopone_sinensis,15.97,20.44,Amblyoponinae,,Myopopone,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Technomyrmex_septentrionalis,15.97,20.44,Dolichoderinae,,Technomyrmex,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China"
Camponotus_curviansatus,15.97,20.44,Formicinae,Camponotini,Camponotus,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Camponotus_longus,15.97,20.44,Formicinae,Camponotini,Camponotus,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Camponotus_plenus,15.97,20.44,Formicinae,Camponotini,Camponotus,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Lasius_mordicus,15.97,20.44,Formicinae,Lasiini,Lasius,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Lasius_truncatus,15.97,20.44,Formicinae,Lasiini,Lasius,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Lasius_validus,15.97,20.44,Formicinae,Lasiini,Lasius,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Lasius_vetulus,15.97,20.44,Formicinae,Lasiini,Lasius,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Paraphaenogaster_lapidescens,15.97,20.44,,,,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Paraphaenogaster_paludosa,15.97,20.44,,,,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Paraphaenogaster_shanwangensis,15.97,20.44,,,,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Elaphrodites_mutatus,15.97,20.44,Dolichoderinae,,Elaphrodites,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Iridomyrmex_shandongicus,15.97,20.44,Dolichoderinae,,Iridomyrmex,Shandong,"J. F. Zhang. 1989. Fossil Insects From Shanwang, Shandong, China 1-459"
Eurymyrmex_geologicus,15.97,20.44,Dolichoderinae,,Eurymyrmex,Shandong,"J. Zhang, B. Sun, and X. Zhang. 1994. Miocene insects and spiders from Shanwang, Shandong"
Liometopum_eremicum,15.97,20.44,Dolichoderinae,,Liometopum,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp."
Liometopum_lubricum,15.97,20.44,Dolichoderinae,,Liometopum,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp."
Liometopum_potamophilum,15.97,20.44,Dolichoderinae,,Liometopum,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp."
Leptogenys_chinensis,15.97,20.44,Ponerinae,Ponerini,Leptogenys,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp."
Leptogenys_lacerata,15.97,20.44,Ponerinae,Ponerini,Leptogenys,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp."
Pachycondyla_minutansata,15.97,20.44,Ponerinae,Ponerini,Pachycondyla,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp."
Pachycondyla_nubeculata,15.97,20.44,Ponerinae,Ponerini,Pachycondyla,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp."
Miosolenopsis_fossilis,15.97,20.44,Myrmicinae,,Miosolenopsis,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp."
Tapinoma_baculum,15.97,20.44,Dolichoderinae,,Tapinoma,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp."
Zhangidris_atopogaster,15.97,20.44,Myrmicinae,,Zhangidris,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp."
Formica_ceps,15.97,20.44,Formicinae,Formicini,Formica,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp. (page 288, fig. 289 male described)"
Formica_flavifemoralis,15.97,20.44,Formicinae,Formicini,Formica,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp. (page 288, fig. 289 male described)"
Lasius_inflatus,15.97,20.44,Formicinae,Lasiini,Lasius,Shandong,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp. (page 296, fig. 296 queen described)"
Paraphaenogaster_pannonica,5.333,7.246,,,,Switzerland,"F. Bachmayer. 1960. Insektenreste aus den Congerienschichten (Pannon) von Brunn-Vösendorf (sül. von Wien) Niederösterreich. Sitzungsberichte der Österreichische Akademie der Wissenschaften, Mathematisch-Naturwissenschaftliche Klasse 169:11-16"
Oecophylla_obesa,11.608,12.7,Formicinae,Oecophyllini,Oecophylla,Switzerland,"Heer, 1849: 108, pl. 8, fig. 1 (q.) CROATIA (Miocene). [Also described as new by Heer, 1850: 108.] Combination in Oecophylla: Mayr, 1867b: 50. Senior synonym of †anthracina, nigra, longipes, pinguis: Dlussky & Putyatina, 2014: 252."
Formica_primitiva,11.608,12.7,Formicinae,Formicini,Formica,Switzerland,"Heer, O. 1849. Die Insektenfauna der Tertiärgebilde von Oeningen und von Radoboj in Croatien. Zweiter Theil: Heuschrecken, Florfliegen, Aderflüger, Schmetterlinge und Fliegen. Leipzig: W. Engelmann, vi + 264 pp."
Formica_demersa,11.608,12.7,Formicinae,Formicini,Formica,Switzerland,"Heer, O. 1849. Die Insektenfauna der Tertiärgebilde von Oeningen und von Radoboj in Croatien. Zweiter Theil: Heuschrecken, Florfliegen, Aderflüger, Schmetterlinge und Fliegen. Leipzig: W. Engelmann, vi + 264 pp."
Formica_globiventris,11.608,12.7,Formicinae,Formicini,Formica,Switzerland,"Heer, O. 1849. Die Insektenfauna der Tertiärgebilde von Oeningen und von Radoboj in Croatien. Zweiter Theil: Heuschrecken, Florfliegen, Aderflüger, Schmetterlinge und Fliegen. Leipzig: W. Engelmann, vi + 264 pp."
Formica_gravida,11.608,12.7,Formicinae,Formicini,Formica,Switzerland,"Heer, O. 1849. Die Insektenfauna der Tertiärgebilde von Oeningen und von Radoboj in Croatien. Zweiter Theil: Heuschrecken, Florfliegen, Aderflüger, Schmetterlinge und Fliegen. Leipzig: W. Engelmann, vi + 264 pp."
Formica_immersa,11.608,12.7,Formicinae,Formicini,Formica,Switzerland,"Heer, O. 1849. Die Insektenfauna der Tertiärgebilde von Oeningen und von Radoboj in Croatien. Zweiter Theil: Heuschrecken, Florfliegen, Aderflüger, Schmetterlinge und Fliegen. Leipzig: W. Engelmann, vi + 264 pp."
Formica_lavateri,11.608,12.7,Formicinae,Formicini,Formica,Switzerland,"Heer, O. 1849. Die Insektenfauna der Tertiärgebilde von Oeningen und von Radoboj in Croatien. Zweiter Theil: Heuschrecken, Florfliegen, Aderflüger, Schmetterlinge und Fliegen. Leipzig: W. Engelmann, vi + 264 pp."
Formica_longicollis,11.608,12.7,Formicinae,Formicini,Formica,Switzerland,"Heer, O. 1849. Die Insektenfauna der Tertiärgebilde von Oeningen und von Radoboj in Croatien. Zweiter Theil: Heuschrecken, Florfliegen, Aderflüger, Schmetterlinge und Fliegen. Leipzig: W. Engelmann, vi + 264 pp."
Formica_macrocephala,11.608,12.7,Formicinae,Formicini,Formica,Switzerland,"Heer, O. 1849. Die Insektenfauna der Tertiärgebilde von Oeningen und von Radoboj in Croatien. Zweiter Theil: Heuschrecken, Florfliegen, Aderflüger, Schmetterlinge und Fliegen. Leipzig: W. Engelmann, vi + 264 pp."
Formica_macrophthalma,11.608,12.7,Formicinae,Formicini,Formica,Switzerland,"Heer, O. 1849. Die Insektenfauna der Tertiärgebilde von Oeningen und von Radoboj in Croatien. Zweiter Theil: Heuschrecken, Florfliegen, Aderflüger, Schmetterlinge und Fliegen. Leipzig: W. Engelmann, vi + 264 pp."
